GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref	Araport11	Araport11_Description	InterPro	InterPro_Description	SwissProt	SwissProt_Description	TrEMBL	TrEMBL_Description
PITG_18299	oxidoreductase family, putative		protein_coding	NW_003303692.1:95395-96573	+	GeneID:9463134	AT5G28299.1	oxidoreductase family	IPR001327;IPR016040	Q30722	Q30722		A0A82EEFED	
PITG_18300	uncharacterized protein		protein_coding	NW_003303692.1:96708-97280	+	GeneID:9463135	AT1G28300.1		IPR000001;IPR000002					
PITG_18301	uncharacterized protein		protein_coding	NW_003303692.1:97332-98021	-	GeneID:9463136	AT2G28301.1		IPR000001;IPR000002					
PITG_18302	uncharacterized protein		protein_coding	NW_003303692.1:99094-99651	+	GeneID:9463137	AT3G28302.1		IPR000001;IPR000002					
PITG_18303	aspartyl-tRNA synthetase, putative		protein_coding	NW_003303692.1:123067-125115	-	GeneID:9463138	AT4G28303.1	aspartyl-tRNA synthetase	IPR000504;IPR012336				A0AA772EAA	
PITG_18304	uncharacterized protein		protein_coding	NW_003303692.1:125240-126649	+	GeneID:9463139	AT5G28304.1		IPR000001;IPR000002					
PITG_18305	uncharacterized protein		protein_coding	NW_003303692.1:154402-155522	-	GeneID:9463140	AT1G28305.1		IPR000001;IPR000002					
PITG_18306	uncharacterized protein		protein_coding	NW_003303692.1:158195-160017	+	GeneID:9463141	AT2G28306.1		IPR000001;IPR000002					
PITG_18307	uncharacterized protein		protein_coding	NW_003303692.1:168951-170086	+	GeneID:9463143	AT3G28307.1		IPR000001;IPR000002					
PITG_18308	uncharacterized protein		protein_coding	NW_003303692.1:172494-173365	+	GeneID:9463144	AT4G28308.1		IPR000001;IPR000002					
PITG_18311	glutathione peroxidase 1		protein_coding	NW_003303692.1:178657-179328	-	GeneID:9463145	AT2G28311.1	glutathione peroxidase 1	IPR000001;IPR000002	Q0A928	Q0A928		A0A6DB76A6	
PITG_18312	uncharacterized protein		protein_coding	NW_003303692.1:182725-183865	-	GeneID:9463146	AT3G28312.1		IPR000001;IPR000002					
PITG_18314	mitochondrial 2-oxoglutarate/malate carrier protein, putative		protein_coding	NW_003303692.1:222056-222976	+	GeneID:9463147	AT5G28314.1	mitochondrial 2-oxoglutarate/malate carrier protein	IPR000001;IPR000002	Q72BB7	Q72BB7		A0A4524358	
PITG_18315	glutathione peroxidase, putative		protein_coding	NW_003303692.1:223206-224840	-	GeneID:9463148	AT1G28315.1	glutathione peroxidase	IPR000001;IPR000002				A0AF1C0B98	
PITG_18316	phospholipid hydroperoxide glutathione peroxidase, putative		protein_coding	NW_003303692.1:225020-229801	-	GeneID:9463149	AT2G28316.1	phospholipid hydroperoxide glutathione peroxidase	IPR000001;IPR000002				A0ABB21EDB	
PITG_18317	phospholipid hydroperoxide glutathione peroxidase, putative		protein_coding	NW_003303692.1:230400-231405	-	GeneID:9463150	AT3G28317.1	phospholipid hydroperoxide glutathione peroxidase	IPR000001;IPR000002				A0A0304B17	
PITG_18318	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303692.1:244558-244935	-	GeneID:9463151	AT4G28318.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A09886C7	
PITG_18319	uncharacterized protein		protein_coding	NW_003303692.1:254751-255205	+	GeneID:9463152	AT5G28319.1		IPR000001;IPR000002					
PITG_18320	uncharacterized protein		protein_coding	NW_003303692.1:256007-256931	-	GeneID:9463153	AT1G28320.1		IPR000001;IPR000002					
PITG_18321	uncharacterized protein		protein_coding	NW_003303692.1:262248-263120	+	GeneID:9463154	AT2G28321.1		IPR000001;IPR000002					
PITG_18322	uncharacterized protein		protein_coding	NW_003303692.1:280507-284675	+	GeneID:9463155	AT3G28322.1		IPR000001;IPR000002					
PITG_18323	uncharacterized protein		protein_coding	NW_003303692.1:284929-286086	+	GeneID:9463156	AT4G28323.1		IPR000001;IPR000002					
PITG_18325	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303692.1:296639-297028	+	GeneID:9463157	AT1G28325.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A690EC9A	
PITG_18326	uncharacterized protein		protein_coding	NW_003303692.1:328735-330087	+	GeneID:9463158	AT2G28326.1		IPR000001;IPR000002					
PITG_18327	aminotransferase, putative		protein_coding	NW_003303692.1:331337-332643	+	GeneID:9463159	AT3G28327.1	aminotransferase	IPR005150;IPR013015				A0A6EAD224	
PITG_18328	uncharacterized protein		protein_coding	NW_003303692.1:332731-333482	-	GeneID:9463160	AT4G28328.1		IPR000001;IPR000002					
PITG_18329	uncharacterized protein		protein_coding	NW_003303692.1:333591-334565	+	GeneID:9463161	AT5G28329.1		IPR000001;IPR000002					
PITG_18330	uncharacterized protein		protein_coding	NW_003303692.1:334761-335699	+	GeneID:9463162	AT1G28330.1		IPR000001;IPR000002					
PITG_18331	uncharacterized protein		protein_coding	NW_003303692.1:336116-344967	-	GeneID:9463163	AT2G28331.1		IPR000001;IPR000002					
PITG_18332	glycoside hydrolase, putative		protein_coding	NW_003303692.1:361936-363039	+	GeneID:9463164	AT3G28332.1	glycoside hydrolase	IPR001547;IPR017853				A0ADCB6638	
PITG_18333	glycoside hydrolase, putative		protein_coding	NW_003303692.1:365938-367495	+	GeneID:9463165	AT4G28333.1	glycoside hydrolase	IPR001547;IPR017853				A0A311B123	
PITG_18334	alcohol dehydrogenase, putative		protein_coding	NW_003303692.1:367724-368740	+	GeneID:9463166	AT5G28334.1	alcohol dehydrogenase	IPR001327;IPR016040				A0AC0702E1	
PITG_18335	glycoside hydrolase, putative		protein_coding	NW_003303692.1:368887-370218	-	GeneID:9463167	AT1G28335.1	glycoside hydrolase	IPR001547;IPR017853				A0A97233F5	
PITG_18336	glycoside hydrolase, putative		protein_coding	NW_003303692.1:371640-373037	-	GeneID:9463168	AT2G28336.1	glycoside hydrolase	IPR001547;IPR017853				A0A171A199	
PITG_18337	endoglucanase, putative		protein_coding	NW_003303692.1:374188-374962	-	GeneID:9463169	AT3G28337.1	endoglucanase	IPR000001;IPR000002				A0A9BFB48F	
PITG_18338	glycoside hydrolase, putative		protein_coding	NW_003303692.1:378004-379098	-	GeneID:9463170	AT4G28338.1	glycoside hydrolase	IPR001547;IPR017853				A0AB5439CF	
PITG_18339	alcohol dehydrogenase, putative		protein_coding	NW_003303692.1:379749-380753	-	GeneID:9463171	AT5G28339.1	alcohol dehydrogenase	IPR001327;IPR016040				A0ACAB252E	
PITG_18340	alcohol dehydrogenase, putative		protein_coding	NW_003303692.1:381468-382579	+	GeneID:9463172	AT1G28340.1	alcohol dehydrogenase	IPR001327;IPR016040				A0AE437F5D	
PITG_18342	alcohol dehydrogenase, putative		protein_coding	NW_003303692.1:412474-413453	+	GeneID:9463175	AT3G28342.1	alcohol dehydrogenase	IPR001327;IPR016040				A0A87956C2	
PITG_18343	transposon protein		protein_coding	NW_003303692.1:415080-416017	+	GeneID:9463176	AT4G28343.1	transposon protein	IPR000001;IPR000002				A0A46534A2	
PITG_18344	uncharacterized protein		protein_coding	NW_003303692.1:416480-418437	-	GeneID:9463177	AT5G28344.1		IPR000001;IPR000002					
PITG_18346	protein kinase		protein_coding	NW_003303692.1:440263-441068	+	GeneID:9463179	AT2G28346.1	protein kinase	IPR011009;IPR000719				A0A1CAD326	
PITG_18347	protein kinase, putative		protein_coding	NW_003303692.1:444062-445728	+	GeneID:9463180	AT3G28347.1	protein kinase	IPR011009;IPR000719				A0A257A899	
PITG_18350	uncharacterized protein		protein_coding	NW_003303692.1:476587-477438	+	GeneID:9463181	AT1G28350.1		IPR000001;IPR000002					
PITG_18351	uncharacterized protein		protein_coding	NW_003303692.1:478186-478609	-	GeneID:9463182	AT2G28351.1		IPR000001;IPR000002					
PITG_18352	uncharacterized protein		protein_coding	NW_003303692.1:485971-486551	+	GeneID:9463183	AT3G28352.1		IPR000001;IPR000002					
PITG_18353	uncharacterized protein		protein_coding	NW_003303692.1:486847-489570	+	GeneID:9463184	AT4G28353.1		IPR000001;IPR000002					
PITG_18354	succinate dehydrogenase flavoprotein subunit, mitochondrial precursor		protein_coding	NW_003303692.1:490511-492672	+	GeneID:9463185	AT5G28354.1	succinate dehydrogenase flavoprotein subunit, mitochondrial precursor	IPR001327;IPR016040	Q4A118	Q4A118		A0AF5464E3	
PITG_18355	uncharacterized protein		protein_coding	NW_003303692.1:493415-495225	+	GeneID:9463186	AT1G28355.1		IPR000001;IPR000002					
PITG_18356	beta-glucan synthesis-associated protein KRE6		protein_coding	NW_003303692.1:495642-498103	-	GeneID:9463187	AT2G28356.1	beta-glucan synthesis-associated protein KRE6	IPR000001;IPR000002				A0A4D16154	
PITG_18357	uncharacterized protein		protein_coding	NW_003303692.1:498883-499497	+	GeneID:9463188	AT3G28357.1		IPR000001;IPR000002					
PITG_18358	uncharacterized protein		protein_coding	NW_003303692.1:499929-501318	-	GeneID:9463189	AT4G28358.1		IPR000001;IPR000002					
PITG_18359	ubiquitin-specific protease, putative		protein_coding	NW_003303692.1:501684-504169	-	GeneID:9463190	AT5G28359.1	ubiquitin-specific protease	IPR001563;IPR024079				A0AE2577EF	
PITG_18360	cAMP-dependent protein kinase regulatory subunit, putative		protein_coding	NW_003303692.1:504869-506121	+	GeneID:9463191	AT1G28360.1	cAMP-dependent protein kinase regulatory subunit	IPR011009;IPR000719				A0A65AA2E5	
PITG_18361	inositol oxygenase		protein_coding	NW_003303692.1:506290-507207	-	GeneID:9463192	AT2G28361.1	inositol oxygenase	IPR000001;IPR000002				A0A15C579D	
PITG_18363	uncharacterized protein		protein_coding	NW_003303692.1:512900-514186	+	GeneID:9463514	AT4G28363.1		IPR000001;IPR000002					
PITG_18364	inositol oxygenase		protein_coding	NW_003303692.1:514648-515532	+	GeneID:9463515	AT5G28364.1	inositol oxygenase	IPR000001;IPR000002				A0A42A2882	
PITG_18366	choline/Carnitine O-acyltransferase, putative		protein_coding	NW_003303692.1:518932-521486	-	GeneID:9463518	AT2G28366.1	choline/Carnitine O-acyltransferase	IPR005150;IPR013015	Q22F20	Q22F20		A0A2E7BCFF	
PITG_18367	alcohol dehydrogenase, putative		protein_coding	NW_003303692.1:522177-522839	-	GeneID:9463519	AT3G28367.1	alcohol dehydrogenase	IPR001327;IPR016040				A0AA36B7AF	
PITG_18369	uncharacterized protein		protein_coding	NW_003303692.1:532761-533800	-	GeneID:9463520	AT5G28369.1		IPR000001;IPR000002					
PITG_18370	uncharacterized protein		protein_coding	NW_003303692.1:536186-537649	+	GeneID:9463521	AT1G28370.1		IPR000001;IPR000002					
PITG_18371	uncharacterized protein		protein_coding	NW_003303692.1:544811-545370	+	GeneID:9463522	AT2G28371.1		IPR000001;IPR000002					
PITG_18372	myotubularin-like protein		protein_coding	NW_003303692.1:545750-550138	-	GeneID:9463523	AT3G28372.1	myotubularin-like protein	IPR000001;IPR000002				A0AA6DB72A	
PITG_18373	adenylate kinase, putative		protein_coding	NW_003303692.1:550911-556126	-	GeneID:9463524	AT4G28373.1	adenylate kinase	IPR011009;IPR000719				A0A9FE37E9	
PITG_18374	lysophosphatidylcholine acyltransferase, putative		protein_coding	NW_003303692.1:556230-557906	-	GeneID:9463525	AT5G28374.1	lysophosphatidylcholine acyltransferase	IPR005150;IPR013015	Q77C31	Q77C31		A0AD8CF754	
PITG_18375	UDP-glucose 6-dehydrogenase		protein_coding	NW_003303692.1:558576-560065	-	GeneID:9463526	AT1G28375.1	UDP-glucose 6-dehydrogenase	IPR001327;IPR016040				A0AEBA9AE7	
PITG_18376	uncharacterized protein		protein_coding	NW_003303692.1:561055-561689	+	GeneID:9463527	AT2G28376.1		IPR000001;IPR000002					
PITG_18377	adenylate kinase, putative		protein_coding	NW_003303692.1:561860-564635	-	GeneID:9463528	AT3G28377.1	adenylate kinase	IPR011009;IPR000719				A0A5DC43A1	
PITG_18378	uncharacterized protein		protein_coding	NW_003303692.1:564823-565942	+	GeneID:9463529	AT4G28378.1		IPR000001;IPR000002					
PITG_18379	uncharacterized protein		protein_coding	NW_003303692.1:566955-567341	+	GeneID:9463530	AT5G28379.1		IPR000001;IPR000002					
PITG_18380	uncharacterized protein		protein_coding	NW_003303692.1:567563-568465	+	GeneID:9463531	AT1G28380.1		IPR000001;IPR000002					
PITG_18381	uncharacterized protein		protein_coding	NW_003303692.1:568535-569886	-	GeneID:9463532	AT2G28381.1		IPR000001;IPR000002					
PITG_18382	uncharacterized protein		protein_coding	NW_003303692.1:571225-572030	+	GeneID:9463533	AT3G28382.1		IPR000001;IPR000002					
PITG_18383	uncharacterized protein		protein_coding	NW_003303692.1:602961-603431	+	GeneID:9463534	AT4G28383.1		IPR000001;IPR000002					
PITG_18384	uncharacterized protein		protein_coding	NW_003303692.1:606122-606809	-	GeneID:9463535	AT5G28384.1		IPR000001;IPR000002					
PITG_18385	uncharacterized protein		protein_coding	NW_003303692.1:608133-608729	-	GeneID:9463536	AT1G28385.1		IPR000001;IPR000002					
PITG_18386	adenylate kinase, putative		protein_coding	NW_003303692.1:609384-610603	-	GeneID:9463537	AT2G28386.1	adenylate kinase	IPR011009;IPR000719				A0A00311B4	
PITG_18387	uncharacterized protein		protein_coding	NW_003303692.1:611543-614034	+	GeneID:9463538	AT3G28387.1		IPR000001;IPR000002					
PITG_18388	uncharacterized protein		protein_coding	NW_003303692.1:614525-614940	-	GeneID:9463539	AT4G28388.1		IPR000001;IPR000002					
PITG_18392	T-complex protein 1 subunit beta		protein_coding	NW_003303687.1:227318-229003	-	GeneID:9466358	AT3G28392.1	T-complex protein 1 subunit beta	IPR000001;IPR000002	Q92771	Q92771		A0AE632360	
PITG_18393	uncharacterized protein		protein_coding	NW_003303687.1:361086-362631	+	GeneID:9466347	AT4G28393.1		IPR000001;IPR000002					
PITG_18396	uncharacterized protein		protein_coding	NW_003303687.1:396936-399109	+	GeneID:9466348	AT2G28396.1		IPR000001;IPR000002					
PITG_18397	uncharacterized protein		protein_coding	NW_003303687.1:400335-401606	+	GeneID:9466349	AT3G28397.1		IPR000001;IPR000002					
PITG_18398	uncharacterized protein		protein_coding	NW_003303687.1:407714-408717	-	GeneID:9466350	AT4G28398.1		IPR000001;IPR000002					
PITG_18399	uncharacterized protein		protein_coding	NW_003303687.1:411098-412156	+	GeneID:9466351	AT5G28399.1		IPR000001;IPR000002					
PITG_18402	uncharacterized protein		protein_coding	NW_003303687.1:489643-490698	-	GeneID:9466352	AT3G28402.1		IPR000001;IPR000002					
PITG_18404	uncharacterized protein		protein_coding	NW_003303687.1:530126-530936	+	GeneID:9466353	AT5G28404.1		IPR000001;IPR000002					
PITG_18405	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303687.1:552116-552595	-	GeneID:9466355	AT1G28405.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A0DA0CAD	
PITG_18407	uncharacterized protein		protein_coding	NW_003303687.1:567651-569303	-	GeneID:9466356	AT3G28407.1		IPR000001;IPR000002					
PITG_18408	uncharacterized protein		protein_coding	NW_003303697.1:7120-8162	+	GeneID:9471091	AT4G28408.1		IPR000001;IPR000002					
PITG_18409	uncharacterized protein		protein_coding	NW_003303697.1:15878-17977	+	GeneID:9466454	AT5G28409.1		IPR000001;IPR000002					
PITG_18410	uncharacterized protein		protein_coding	NW_003303697.1:25911-26621	+	GeneID:9466455	AT1G28410.1		IPR000001;IPR000002					
PITG_18411	uncharacterized protein		protein_coding	NW_003303697.1:28836-31074	+	GeneID:9466456	AT2G28411.1		IPR000001;IPR000002					
PITG_18412	pre-mRNA cleavage complex II protein Clp1, putative		protein_coding	NW_003303697.1:31383-32694	-	GeneID:9466457	AT3G28412.1	pre-mRNA cleavage complex II protein Clp1	IPR000504;IPR012336	Q37164	Q37164		A0A5D38230	
PITG_18413	uncharacterized protein		protein_coding	NW_003303697.1:43889-44600	+	GeneID:9466459	AT4G28413.1		IPR000001;IPR000002					
PITG_18414	phosphoglucomutase		protein_coding	NW_003303697.1:44644-48035	-	GeneID:9466460	AT5G28414.1	phosphoglucomutase	IPR000001;IPR000002				A0AFF12B25	
PITG_18416	uncharacterized protein		protein_coding	NW_003303697.1:70434-72625	+	GeneID:9466461	AT2G28416.1		IPR000001;IPR000002					
PITG_18417	uncharacterized protein		protein_coding	NW_003303697.1:73242-74676	-	GeneID:9466462	AT3G28417.1		IPR000001;IPR000002					
PITG_18418	uncharacterized protein		protein_coding	NW_003303697.1:75155-76735	+	GeneID:9466463	AT4G28418.1		IPR000001;IPR000002					
PITG_18420	protein kinase, putative		protein_coding	NW_003303697.1:170799-172213	+	GeneID:9466464	AT1G28420.1	protein kinase	IPR011009;IPR000719				A0A1C9E0AC	
PITG_18421	large subunit GTPase 1		protein_coding	NW_003303697.1:172640-175024	-	GeneID:9466465	AT2G28421.1	large subunit GTPase 1	IPR000001;IPR000002				A0A1E19E76	
PITG_18422	uncharacterized protein		protein_coding	NW_003303697.1:175125-176026	+	GeneID:9466466	AT3G28422.1		IPR000001;IPR000002					
PITG_18423	uncharacterized protein		protein_coding	NW_003303697.1:176236-181289	+	GeneID:9466467	AT4G28423.1		IPR000001;IPR000002					
PITG_18424	snurportin-like protein		protein_coding	NW_003303697.1:181338-182900	-	GeneID:9466468	AT5G28424.1	snurportin-like protein	IPR000001;IPR000002				A0AC59B873	
PITG_18427	uncharacterized protein		protein_coding	NW_003303697.1:204892-205456	+	GeneID:9466469	AT3G28427.1		IPR000001;IPR000002					
PITG_18428	cleavage induced hypothetical protein		protein_coding	NW_003303697.1:207010-207756	-	GeneID:9466470	AT4G28428.1	cleavage induced hypothetical protein	IPR000001;IPR000002				A0A0AF70F4	
PITG_18429	uncharacterized protein		protein_coding	NW_003303697.1:211551-212846	+	GeneID:9466471	AT5G28429.1		IPR000001;IPR000002					
PITG_18432	pre-mRNA cleavage complex II protein Clp1, putative		protein_coding	NW_003303697.1:242663-243974	+	GeneID:9466472	AT3G28432.1	pre-mRNA cleavage complex II protein Clp1	IPR000504;IPR012336	Q37164	Q37164		A0A0659395	
PITG_18433	uncharacterized protein		protein_coding	NW_003303697.1:244291-246174	-	GeneID:9466473	AT4G28433.1		IPR000001;IPR000002					
PITG_18434	uncharacterized protein		protein_coding	NW_003303697.1:246713-251752	+	GeneID:9466474	AT5G28434.1		IPR000001;IPR000002					
PITG_18435	uricase, putative		protein_coding	NW_003303697.1:252589-253725	-	GeneID:9466475	AT1G28435.1	uricase	IPR000001;IPR000002				A0A6C0AD8D	
PITG_18437	uricase, putative		protein_coding	NW_003303697.1:294522-295665	+	GeneID:9466476	AT3G28437.1	uricase	IPR000001;IPR000002				A0A4FD4239	
PITG_18440	uncharacterized protein		protein_coding	NW_003303697.1:298681-299458	+	GeneID:9466478	AT1G28440.1		IPR000001;IPR000002					
PITG_18441	vacuolar membrane-associated protein, putative		protein_coding	NW_003303697.1:299720-303910	+	GeneID:9466479	AT2G28441.1	vacuolar membrane-associated protein	IPR000425;IPR036924				A0A901C2ED	
PITG_18442	uncharacterized protein		protein_coding	NW_003303697.1:307213-307765	+	GeneID:9471068	AT3G28442.1		IPR000001;IPR000002					
PITG_18443	uncharacterized protein		protein_coding	NW_003303697.1:308109-308671	-	GeneID:9471069	AT4G28443.1		IPR000001;IPR000002					
PITG_18444	uncharacterized protein		protein_coding	NW_003303697.1:315507-317511	-	GeneID:9471070	AT5G28444.1		IPR000001;IPR000002					
PITG_18445	uncharacterized protein		protein_coding	NW_003303697.1:328267-329870	-	GeneID:9471071	AT1G28445.1		IPR000001;IPR000002					
PITG_18446	26S protease regulatory subunit 6B		protein_coding	NW_003303697.1:331410-332754	-	GeneID:9471072	AT2G28446.1	26S protease regulatory subunit 6B	IPR001563;IPR024079	Q34B15	Q34B15		A0A28706D2	
PITG_18448	uncharacterized protein		protein_coding	NW_003303697.1:346022-346807	-	GeneID:9471073	AT4G28448.1		IPR000001;IPR000002					
PITG_18449	uncharacterized protein		protein_coding	NW_003303697.1:348640-349648	+	GeneID:9471074	AT5G28449.1		IPR000001;IPR000002					
PITG_18450	uncharacterized protein		protein_coding	NW_003303697.1:358622-359233	-	GeneID:9471075	AT1G28450.1		IPR000001;IPR000002					
PITG_18452	thioredoxin reductase 1		protein_coding	NW_003303697.1:394837-398055	-	GeneID:9471076	AT3G28452.1	thioredoxin reductase 1	IPR000001;IPR000002	Q0D2C6	Q0D2C6		A0A8A5BD80	
PITG_18453	NPP1-like protein		protein_coding	NW_003303697.1:398342-399135	-	GeneID:9471077	AT4G28453.1	NPP1-like protein	IPR000001;IPR000002				A0A8039D41	
PITG_18455	uncharacterized protein		protein_coding	NW_003303697.1:430242-430816	+	GeneID:9471079	AT1G28455.1		IPR000001;IPR000002					
PITG_18456	uncharacterized protein		protein_coding	NW_003303697.1:430902-431957	-	GeneID:9471080	AT2G28456.1		IPR000001;IPR000002					
PITG_18457	uncharacterized protein		protein_coding	NW_003303697.1:432171-435828	+	GeneID:9471081	AT3G28457.1		IPR000001;IPR000002					
PITG_18458	uncharacterized protein		protein_coding	NW_003303697.1:435835-438191	-	GeneID:9471082	AT4G28458.1		IPR000001;IPR000002					
PITG_18459	uncharacterized protein		protein_coding	NW_003303697.1:438702-440324	-	GeneID:9471083	AT5G28459.1		IPR000001;IPR000002					
PITG_18461	uncharacterized protein		protein_coding	NW_003303697.1:491450-493657	-	GeneID:9471084	AT2G28461.1		IPR000001;IPR000002					
PITG_18462	uncharacterized protein		protein_coding	NW_003303697.1:493999-494661	+	GeneID:9471087	AT3G28462.1		IPR000001;IPR000002					
PITG_18463	uncharacterized protein		protein_coding	NW_003303697.1:493985-495905	-	GeneID:9471085	AT4G28463.1		IPR000001;IPR000002					
PITG_18464	uncharacterized protein		protein_coding	NW_003303697.1:498818-500603	-	GeneID:9471086	AT5G28464.1		IPR000001;IPR000002					
PITG_18473	3-phosphoinositide-dependent protein kinase, putative		protein_coding	NW_003303697.1:610354-612825	-	GeneID:9471088	AT4G28473.1	3-phosphoinositide-dependent protein kinase	IPR011009;IPR000719	Q96040	Q96040		A0A1834407	
PITG_18474	CCR4-NOT transcription complex subunit, putative		protein_coding	NW_003303697.1:613003-620398	+	GeneID:9471089	AT5G28474.1	CCR4-NOT transcription complex subunit	IPR001356;IPR036388	Q5F8E4	Q5F8E4		A0A717F17C	
PITG_18475	uncharacterized protein		protein_coding	NW_003303697.1:620397-621297	-	GeneID:9471090	AT1G28475.1		IPR000001;IPR000002					
PITG_18477	polysaccharide lyase, putative		protein_coding	NW_003303690.1:43616-44033	-	GeneID:9462962	AT3G28477.1	polysaccharide lyase	IPR000001;IPR000002				A0AD7F8FC2	
PITG_18478	polysaccharide lyase, putative		protein_coding	NW_003303690.1:46988-48511	-	GeneID:9462725	AT4G28478.1	polysaccharide lyase	IPR000001;IPR000002				A0A2271CD3	
PITG_18479	uncharacterized protein		protein_coding	NW_003303690.1:61707-62829	-	GeneID:9462726	AT5G28479.1		IPR000001;IPR000002					
PITG_18482	polysaccharide lyase, putative		protein_coding	NW_003303690.1:70011-71695	+	GeneID:9462727	AT3G28482.1	polysaccharide lyase	IPR000001;IPR000002				A0AEDDAABA	
PITG_18484	uncharacterized protein		protein_coding	NW_003303690.1:80102-81324	+	GeneID:9462728	AT5G28484.1		IPR000001;IPR000002					
PITG_18485	uncharacterized protein		protein_coding	NW_003303690.1:88280-88671	-	GeneID:9462729	AT1G28485.1		IPR000001;IPR000002					
PITG_18486	uncharacterized protein		protein_coding	NW_003303690.1:88948-89440	-	GeneID:9462730	AT2G28486.1		IPR000001;IPR000002					
PITG_18487	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303690.1:90414-90887	-	GeneID:9462731	AT3G28487.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A2C3617F	
PITG_18488	uncharacterized protein		protein_coding	NW_003303690.1:95597-96276	-	GeneID:9462732	AT4G28488.1		IPR000001;IPR000002					
PITG_18489	uncharacterized protein		protein_coding	NW_003303690.1:97762-98391	-	GeneID:9462733	AT5G28489.1		IPR000001;IPR000002					
PITG_18490	uncharacterized protein		protein_coding	NW_003303690.1:104997-106510	-	GeneID:9462734	AT1G28490.1		IPR000001;IPR000002					
PITG_18492	uncharacterized protein		protein_coding	NW_003303690.1:125554-126867	+	GeneID:9462735	AT3G28492.1		IPR000001;IPR000002					
PITG_18493	uncharacterized protein		protein_coding	NW_003303690.1:147886-149585	-	GeneID:9462736	AT4G28493.1		IPR000001;IPR000002					
PITG_18494	uncharacterized protein		protein_coding	NW_003303690.1:150029-150426	+	GeneID:9462737	AT5G28494.1		IPR000001;IPR000002					
PITG_18495	uncharacterized protein		protein_coding	NW_003303690.1:151965-152627	+	GeneID:9462738	AT1G28495.1		IPR000001;IPR000002					
PITG_18497	Crinkler (CRN) family protein		protein_coding	NW_003303690.1:176482-177839	-	GeneID:9462739	AT3G28497.1	Crinkler (CRN) family protein	IPR000001;IPR000002				A0A3BE6A15	
PITG_18498	uncharacterized protein		protein_coding	NW_003303690.1:182914-188330	-	GeneID:9462740	AT4G28498.1		IPR000001;IPR000002					
PITG_18501	catechol O-methyltransferase, putative		protein_coding	NW_003303690.1:199615-202076	-	GeneID:9462741	AT2G28501.1	catechol O-methyltransferase	IPR005150;IPR013015				A0A01BE981	
PITG_18502	uncharacterized protein		protein_coding	NW_003303690.1:203157-203594	+	GeneID:9462742	AT3G28502.1		IPR000001;IPR000002					
PITG_18503	Crinkler (CRN) family protein		protein_coding	NW_003303690.1:223243-224605	+	GeneID:9462743	AT4G28503.1	Crinkler (CRN) family protein	IPR000001;IPR000002				A0A2A1D674	
PITG_18505	uncharacterized protein		protein_coding	NW_003303690.1:233592-236588	+	GeneID:9462744	AT1G28505.1		IPR000001;IPR000002					
PITG_18507	uncharacterized protein		protein_coding	NW_003303690.1:244777-245281	-	GeneID:9462746	AT3G28507.1		IPR000001;IPR000002					
PITG_18508	Zinc (Zn2)-Iron (Fe2) Permease (ZIP) Family		protein_coding	NW_003303690.1:245492-246334	-	GeneID:9462747	AT4G28508.1	Zinc (Zn2)-Iron (Fe2) Permease (ZIP) Family	IPR001965;IPR013149				A0A23BF187	
PITG_18509	exosome complex exonuclease RRP44, putative		protein_coding	NW_003303690.1:247069-250308	+	GeneID:9462748	AT5G28509.1	exosome complex exonuclease RRP44	IPR000001;IPR000002				A0A1B5E202	
PITG_18510	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303690.1:251074-251613	+	GeneID:9462749	AT1G28510.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0AA10B0AA	
PITG_18511	uncharacterized protein		protein_coding	NW_003303690.1:261562-262030	-	GeneID:9462750	AT2G28511.1		IPR000001;IPR000002					
PITG_18513	uncharacterized protein		protein_coding	NW_003303690.1:278389-278637	+	GeneID:9462751	AT4G28513.1		IPR000001;IPR000002					
PITG_18517	uncharacterized protein		protein_coding	NW_003303690.1:305931-306369	-	GeneID:9462753	AT3G28517.1		IPR000001;IPR000002					
PITG_18518	translation initiation factor eIF-2B subunit alpha, putative		protein_coding	NW_003303690.1:323481-324631	+	GeneID:9462754	AT4G28518.1	translation initiation factor eIF-2B subunit alpha	IPR000001;IPR000002				A0A3E5D190	
PITG_18519	uncharacterized protein		protein_coding	NW_003303690.1:324277-327329	-	GeneID:9462755	AT5G28519.1		IPR000001;IPR000002					
PITG_18520	uncharacterized protein		protein_coding	NW_003303690.1:328676-329061	+	GeneID:9462756	AT1G28520.1		IPR000001;IPR000002					
PITG_18521	uncharacterized protein		protein_coding	NW_003303690.1:329947-330843	+	GeneID:9462757	AT2G28521.1		IPR000001;IPR000002					
PITG_18522	uncharacterized protein		protein_coding	NW_003303690.1:331325-331800	+	GeneID:9462758	AT3G28522.1		IPR000001;IPR000002					
PITG_18523	uncharacterized protein		protein_coding	NW_003303690.1:335539-336049	+	GeneID:9462759	AT4G28523.1		IPR000001;IPR000002					
