GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref
PITG_18649	SUMO protease, putative		protein_coding	NW_003303688.1:380428-381093	-	GeneID:9466363
PITG_18650	proteasomal ubiquitin receptor ADRM1-like protein		protein_coding	NW_003303688.1:381201-383324	+	GeneID:9466364
PITG_18651	uncharacterized protein		protein_coding	NW_003303688.1:383397-386283	-	GeneID:9466365
PITG_18652	Cation Diffusion Facilitator (CDF) Family		protein_coding	NW_003303688.1:386886-388831	-	GeneID:9466366
PITG_18655	uncharacterized protein		protein_coding	NW_003303688.1:499107-500480	+	GeneID:9466367
PITG_18656	uncharacterized protein		protein_coding	NW_003303688.1:500643-504444	-	GeneID:9466368
PITG_18657	uncharacterized protein		protein_coding	NW_003303688.1:505463-506107	+	GeneID:9466369
PITG_18658	uncharacterized protein		protein_coding	NW_003303688.1:508361-509646	-	GeneID:9466370
PITG_18659	uncharacterized protein		protein_coding	NW_003303688.1:509731-510138	+	GeneID:9466371
PITG_18660	uncharacterized protein		protein_coding	NW_003303680.1:85766-87148	+	GeneID:9477122
PITG_18662	uncharacterized protein		protein_coding	NW_003303680.1:242318-242958	+	GeneID:9477104
PITG_18663	uncharacterized protein		protein_coding	NW_003303680.1:247164-250433	+	GeneID:9477105
PITG_18664	uncharacterized protein		protein_coding	NW_003303680.1:270176-271891	+	GeneID:9477106
PITG_18667	sulfatase-like protein		protein_coding	NW_003303680.1:315049-315968	-	GeneID:9477108
PITG_18670	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303680.1:366893-367210	+	GeneID:9477111
PITG_18671	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303680.1:367971-370047	+	GeneID:9477112
PITG_18675	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303680.1:407026-407349	+	GeneID:9477113
PITG_18677	uncharacterized protein		protein_coding	NW_003303680.1:456672-458743	+	GeneID:9477115
PITG_18678	uncharacterized protein		protein_coding	NW_003303680.1:460897-464017	+	GeneID:9477116
PITG_18680	cleavage induced conserved hypothetical protein		protein_coding	NW_003303680.1:471707-472985	-	GeneID:9477117
PITG_18681	uncharacterized protein		protein_coding	NW_003303680.1:500722-502285	-	GeneID:9477118
PITG_18682	uncharacterized protein		protein_coding	NW_003303680.1:503294-503803	-	GeneID:9477119
PITG_18683	avrblb2 family secreted RxLR effector peptide, putative		protein_coding	NW_003303680.1:514899-515201	+	GeneID:9477120
PITG_18685	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303680.1:569620-569937	+	GeneID:9477121
PITG_18686	uncharacterized protein		protein_coding	NW_003303683.1:472-1411	-	GeneID:9477302
PITG_18687	mitogen-activated protein kinase, putative		protein_coding	NW_003303683.1:27162-30254	+	GeneID:9477153
PITG_18688	Poly(A) polymerase, putative		protein_coding	NW_003303683.1:32344-34377	+	GeneID:9477154
PITG_18689	uncharacterized protein		protein_coding	NW_003303683.1:34897-37016	-	GeneID:9477155
PITG_18690	uncharacterized protein		protein_coding	NW_003303683.1:37608-38747	-	GeneID:9477156
PITG_18693	uncharacterized protein		protein_coding	NW_003303683.1:76273-77336	+	GeneID:9477157
PITG_18694	uncharacterized protein		protein_coding	NW_003303683.1:77727-78136	-	GeneID:9477158
PITG_18695	UDP-galactose transporter		protein_coding	NW_003303683.1:78758-79889	-	GeneID:9477159
PITG_18696	replication factor C subunit, putative		protein_coding	NW_003303683.1:79928-83123	+	GeneID:9477160
PITG_18697	uncharacterized protein		protein_coding	NW_003303683.1:84488-84982	+	GeneID:9477161
PITG_18701	uncharacterized protein		protein_coding	NW_003303683.1:150746-152569	-	GeneID:9477162
PITG_18702	uncharacterized protein		protein_coding	NW_003303683.1:170871-172640	-	GeneID:9477163
PITG_18705	uncharacterized protein		protein_coding	NW_003303683.1:198123-198597	+	GeneID:9477164
PITG_18706	acetyl-CoA carboxylase, putative		protein_coding	NW_003303683.1:206693-214742	+	GeneID:9477165
PITG_18707	glycerol-3-phosphate O-acyltransferase, putative		protein_coding	NW_003303683.1:213816-216117	-	GeneID:9477166
PITG_18708	serine/threonine-protein phosphatase PP1-1		protein_coding	NW_003303683.1:217106-218152	+	GeneID:9477167
PITG_18709	uncharacterized protein		protein_coding	NW_003303683.1:218608-219716	-	GeneID:9477168
PITG_18710	uncharacterized protein		protein_coding	NW_003303683.1:219844-221049	+	GeneID:9477169
PITG_18711	uncharacterized protein		protein_coding	NW_003303683.1:221059-222161	-	GeneID:9477170
PITG_18712	uncharacterized protein		protein_coding	NW_003303683.1:222584-224744	-	GeneID:9477171
PITG_18713	Rab6 family GTPase, putative		protein_coding	NW_003303683.1:239417-240353	+	GeneID:9477172
PITG_18714	intraflagellar Transport protein 80		protein_coding	NW_003303683.1:240652-242955	-	GeneID:9477253
PITG_18715	uncharacterized protein		protein_coding	NW_003303683.1:243139-243975	+	GeneID:9477254
PITG_18716	DNA repair and recombination protein RAD26		protein_coding	NW_003303683.1:244072-247697	-	GeneID:9477255
PITG_18717	H/ACA ribonucleoprotein complex subunit 3		protein_coding	NW_003303683.1:248132-248573	-	GeneID:9477256
PITG_18718	GTP-binding nuclear protein spi1		protein_coding	NW_003303683.1:248941-250327	+	GeneID:9477257
PITG_18719	uncharacterized protein		protein_coding	NW_003303683.1:250679-252623	+	GeneID:9477258
PITG_18720	ATP-citrate synthase		protein_coding	NW_003303683.1:254437-257846	+	GeneID:9477260
PITG_18721	uncharacterized protein		protein_coding	NW_003303683.1:257867-258805	-	GeneID:9477261
PITG_18722	uncharacterized protein		protein_coding	NW_003303683.1:259001-260071	-	GeneID:9477262
PITG_18725	uncharacterized protein		protein_coding	NW_003303683.1:282306-283623	+	GeneID:9477266
PITG_18726	uncharacterized protein		protein_coding	NW_003303683.1:283946-285227	-	GeneID:9477267
PITG_18727	DNA-directed RNA polymerase II subunit J		protein_coding	NW_003303683.1:285195-285980	+	GeneID:9477269
PITG_18728	uncharacterized protein		protein_coding	NW_003303683.1:286270-288632	-	GeneID:9477268
PITG_18731	26S proteasome non-ATPase regulatory subunit, putative		protein_coding	NW_003303683.1:292662-296084	+	GeneID:9477270
PITG_18732	Sulfate Permease (SulP) Family		protein_coding	NW_003303683.1:296209-297548	+	GeneID:9477271
PITG_18733	uncharacterized protein		protein_coding	NW_003303683.1:320673-322300	+	GeneID:9477272
PITG_18734	Amino Acid/Auxin Permease (AAAP) Family		protein_coding	NW_003303683.1:323341-324864	+	GeneID:9477273
PITG_18735	vacuolar protein sorting-associated protein, putative		protein_coding	NW_003303683.1:325084-326955	+	GeneID:9477274
PITG_18736	uncharacterized protein		protein_coding	NW_003303683.1:327075-329008	-	GeneID:9477275
PITG_18737	uncharacterized protein		protein_coding	NW_003303683.1:334726-335234	-	GeneID:9477276
PITG_18738	uncharacterized protein		protein_coding	NW_003303683.1:335567-336472	+	GeneID:9477277
PITG_18739	uncharacterized protein		protein_coding	NW_003303683.1:337311-337926	+	GeneID:9477278
PITG_18741	Amino Acid/Auxin Permease (AAAP) Family		protein_coding	NW_003303683.1:342416-343906	-	GeneID:9477279
PITG_18743	amino acid/auxin permease-like protein		protein_coding	NW_003303683.1:351222-351927	+	GeneID:9477280
PITG_18744	amino acid/auxin permease-like protein		protein_coding	NW_003303683.1:357443-358099	+	GeneID:9477281
PITG_18746	uncharacterized protein		protein_coding	NW_003303683.1:365066-366291	+	GeneID:9477284
PITG_18747	GlcNac transferase		protein_coding	NW_003303683.1:366386-368063	-	GeneID:9477285
PITG_18748	uncharacterized protein		protein_coding	NW_003303683.1:369191-375047	+	GeneID:9477286
PITG_18749	uncharacterized protein		protein_coding	NW_003303683.1:379611-382183	+	GeneID:9477287
PITG_18750	uncharacterized protein		protein_coding	NW_003303683.1:382530-383196	+	GeneID:9477288
PITG_18751	peroxisome assembly protein, putative		protein_coding	NW_003303683.1:383282-384470	-	GeneID:9477289
PITG_18752	small nuclear ribonucleoprotein-associated protein, putative		protein_coding	NW_003303683.1:384570-385894	+	GeneID:9477290
PITG_18753	uncharacterized protein		protein_coding	NW_003303683.1:385848-386549	-	GeneID:9477291
PITG_18754	uncharacterized protein		protein_coding	NW_003303683.1:386602-387418	-	GeneID:9477292
PITG_18755	SDA1 family protein		protein_coding	NW_003303683.1:387539-389672	+	GeneID:9477293
PITG_18756	uncharacterized protein		protein_coding	NW_003303683.1:435605-436523	-	GeneID:9477294
PITG_18757	uncharacterized protein		protein_coding	NW_003303683.1:436844-437226	-	GeneID:9477295
PITG_18758	uncharacterized protein		protein_coding	NW_003303683.1:438178-438709	-	GeneID:9477296
PITG_18759	uncharacterized protein		protein_coding	NW_003303683.1:438723-439827	-	GeneID:9477297
PITG_18761	uncharacterized protein		protein_coding	NW_003303683.1:509061-509348	+	GeneID:9477298
PITG_18762	uncharacterized protein		protein_coding	NW_003303683.1:518108-519880	+	GeneID:9477299
PITG_18763	uncharacterized protein		protein_coding	NW_003303683.1:539791-542088	+	GeneID:9477300
PITG_18764	uncharacterized protein		protein_coding	NW_003303683.1:565040-567001	+	GeneID:9477301
PITG_18767	uncharacterized protein		protein_coding	NW_003303678.1:3812-4359	-	GeneID:9476531
PITG_18770	uncharacterized protein		protein_coding	NW_003303678.1:140676-141498	+	GeneID:9476489
PITG_18772	Mitochondrial Carrier (MC) Family		protein_coding	NW_003303678.1:174147-176624	+	GeneID:9476490
PITG_18773	Mitochondrial Carrier (MC) Family		protein_coding	NW_003303678.1:179402-179788	+	GeneID:9476491
PITG_18774	Mitochondrial Carrier (MC) Family		protein_coding	NW_003303678.1:213877-214914	+	GeneID:9476492
PITG_18775	uncharacterized protein		protein_coding	NW_003303678.1:215183-215745	-	GeneID:9476493
PITG_18776	cytochrome c1, mitochondrial precursor		protein_coding	NW_003303678.1:215980-217347	+	GeneID:9476494
PITG_18777	DNA-directed RNA polymerase I and III subunit RPAC1, putative		protein_coding	NW_003303678.1:219273-220451	+	GeneID:9476495
PITG_18778	uncharacterized protein		protein_coding	NW_003303678.1:222013-222360	+	GeneID:9476496
PITG_18779	uncharacterized protein		protein_coding	NW_003303678.1:223036-223601	-	GeneID:9476497
PITG_18780	uncharacterized protein		protein_coding	NW_003303678.1:223906-224673	-	GeneID:9476498
PITG_18785	uncharacterized protein		protein_coding	NW_003303678.1:320291-320591	-	GeneID:9476507
PITG_18786	uncharacterized protein		protein_coding	NW_003303678.1:320810-321892	-	GeneID:9476508
PITG_18787	uncharacterized protein		protein_coding	NW_003303678.1:322125-323837	-	GeneID:9476509
PITG_18788	tubulin/FtsZ family		protein_coding	NW_003303678.1:323972-326976	+	GeneID:9476510
PITG_18789	uncharacterized protein		protein_coding	NW_003303678.1:325934-326488	-	GeneID:9476511
PITG_18792	uncharacterized protein		protein_coding	NW_003303678.1:384630-385107	-	GeneID:9476513
PITG_18793	uncharacterized protein		protein_coding	NW_003303678.1:386034-386311	+	GeneID:9476514
PITG_18795	uncharacterized protein		protein_coding	NW_003303678.1:414259-415224	+	GeneID:9476515
PITG_18796	uncharacterized protein		protein_coding	NW_003303678.1:415467-416348	+	GeneID:9476516
PITG_18797	uncharacterized protein		protein_coding	NW_003303678.1:420115-422092	+	GeneID:9476517
PITG_18798	uncharacterized protein		protein_coding	NW_003303678.1:435119-438366	+	GeneID:9476518
PITG_18799	protein kinase, putative		protein_coding	NW_003303678.1:438755-441945	+	GeneID:9476519
PITG_18800	uncharacterized protein		protein_coding	NW_003303678.1:442358-443426	+	GeneID:9476520
PITG_18801	uncharacterized protein		protein_coding	NW_003303678.1:445091-447181	-	GeneID:9476521
PITG_18802	uncharacterized protein		protein_coding	NW_003303678.1:447763-448669	+	GeneID:9476522
PITG_18806	uncharacterized protein		protein_coding	NW_003303678.1:464864-465416	-	GeneID:9476523
PITG_18807	uncharacterized protein		protein_coding	NW_003303678.1:465424-466023	-	GeneID:9476524
PITG_18808	uncharacterized protein		protein_coding	NW_003303678.1:485888-486516	-	GeneID:9476526
PITG_18810	uncharacterized protein		protein_coding	NW_003303678.1:491982-493030	+	GeneID:9476527
PITG_18813	uncharacterized protein		protein_coding	NW_003303678.1:528984-530732	+	GeneID:9476528
PITG_18814	uncharacterized protein		protein_coding	NW_003303678.1:531451-532669	-	GeneID:9476529
PITG_18815	uncharacterized protein		protein_coding	NW_003303677.1:40847-41797	+	GeneID:9476484
PITG_18816	uncharacterized protein		protein_coding	NW_003303677.1:42301-43275	-	GeneID:9476464
PITG_18820	Crinkler (CRN) family protein		protein_coding	NW_003303677.1:87720-89006	-	GeneID:9476465
PITG_18821	Crinkler (CRN) family protein		protein_coding	NW_003303677.1:102622-103818	+	GeneID:9476466
PITG_18823	Crinkler (CRN) family protein		protein_coding	NW_003303677.1:126527-127859	-	GeneID:9476468
PITG_18826	Crinkler (CRN) family protein		protein_coding	NW_003303677.1:187108-188666	+	GeneID:9476470
PITG_18828	uncharacterized protein		protein_coding	NW_003303677.1:215021-216673	+	GeneID:9476471
PITG_18829	uncharacterized protein		protein_coding	NW_003303677.1:216995-218096	+	GeneID:9476472
PITG_18833	Crinkler (CRN) family protein		protein_coding	NW_003303677.1:313138-315499	-	GeneID:9476473
PITG_18834	crinkler (CRN) family protein		protein_coding	NW_003303677.1:332832-335379	-	GeneID:9476474
PITG_18835	crinkler (CRN) family protein		protein_coding	NW_003303677.1:354982-355962	-	GeneID:9476476
PITG_18837	uncharacterized protein		protein_coding	NW_003303677.1:426083-426451	+	GeneID:9476477
PITG_18838	uncharacterized protein		protein_coding	NW_003303677.1:435298-436730	+	GeneID:9476478
PITG_18841	uncharacterized protein		protein_coding	NW_003303677.1:462389-462781	-	GeneID:9476479
PITG_18842	uncharacterized protein		protein_coding	NW_003303677.1:468948-469483	-	GeneID:9476480
PITG_18844	uncharacterized protein		protein_coding	NW_003303677.1:482589-483909	+	GeneID:9476481
PITG_18845	uncharacterized protein		protein_coding	NW_003303677.1:487653-488451	+	GeneID:9476482
PITG_18847	Crinkler (CRN) family protein		protein_coding	NW_003303677.1:494418-495632	+	GeneID:9476483
PITG_18851	uncharacterized protein		protein_coding	NW_003303677.1:518163-519062	+	GeneID:9476463
PITG_18853	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303679.1:103846-107839	+	GeneID:9477102
PITG_18854	serine protease family S33, putative		protein_coding	NW_003303679.1:107925-109072	-	GeneID:9477093
PITG_18857	serine protease family S33, putative		protein_coding	NW_003303679.1:165664-166668	-	GeneID:9477094
PITG_18859	cGMP-dependent 3',5'-cGMP phosphodiesterase, putative		protein_coding	NW_003303679.1:304954-307578	+	GeneID:9477092
PITG_18860	uncharacterized protein		protein_coding	NW_003303679.1:321076-322063	+	GeneID:9477095
PITG_18861	uncharacterized protein		protein_coding	NW_003303679.1:322349-323506	-	GeneID:9477096
PITG_18862	uncharacterized protein		protein_coding	NW_003303679.1:324068-328572	+	GeneID:9477097
PITG_18863	uncharacterized protein		protein_coding	NW_003303679.1:328614-329360	-	GeneID:9477098
PITG_18867	tRNA-dihydrouridine synthase, putative		protein_coding	NW_003303679.1:483674-484405	+	GeneID:9477099
PITG_18868	tRNA-dihydrouridine synthase, putative		protein_coding	NW_003303679.1:484770-486239	-	GeneID:9477100
PITG_18870	ubiquitin-conjugating enzyme E2, putative		protein_coding	NW_003303679.1:563802-564672	-	GeneID:9477101
PITG_18872	uncharacterized protein		protein_coding	NW_003303673.1:39850-40375	-	GeneID:9473642
PITG_18873	uncharacterized protein		protein_coding	NW_003303673.1:41688-43383	-	GeneID:9473643
PITG_18874	uncharacterized protein		protein_coding	NW_003303673.1:43567-44841	+	GeneID:9467355
PITG_18877	uncharacterized protein		protein_coding	NW_003303673.1:86523-87546	+	GeneID:9467356
PITG_18880	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303673.1:103029-103493	+	GeneID:9467357
PITG_18881	uncharacterized protein		protein_coding	NW_003303673.1:105689-106177	-	GeneID:9467358
PITG_18882	transcription initiation factor TFIID subunit, putative		protein_coding	NW_003303673.1:116904-120743	-	GeneID:9467359
PITG_18883	uncharacterized protein		protein_coding	NW_003303673.1:123608-124192	-	GeneID:9467360
PITG_18884	uncharacterized protein		protein_coding	NW_003303673.1:124513-126214	+	GeneID:9467361
PITG_18885	uncharacterized protein		protein_coding	NW_003303673.1:140430-141241	+	GeneID:9467363
PITG_18886	uncharacterized protein		protein_coding	NW_003303673.1:141913-142421	-	GeneID:9467364
PITG_18887	uncharacterized protein		protein_coding	NW_003303673.1:142798-143488	+	GeneID:9467365
PITG_18888	uncharacterized protein		protein_coding	NW_003303673.1:144063-145000	-	GeneID:9467366
PITG_18889	uncharacterized protein		protein_coding	NW_003303673.1:145139-146858	-	GeneID:9467367
PITG_18890	uncharacterized protein		protein_coding	NW_003303673.1:153602-154544	+	GeneID:9467368
PITG_18891	uracil-DNA glycosylase		protein_coding	NW_003303673.1:162330-163268	+	GeneID:9467369
PITG_18892	uncharacterized protein		protein_coding	NW_003303673.1:163686-164650	-	GeneID:9467370
PITG_18893	uncharacterized protein		protein_coding	NW_003303673.1:214073-215054	+	GeneID:9473624
PITG_18894	vacuolar protein sorting-associated protein, putative		protein_coding	NW_003303673.1:252540-255211	+	GeneID:9473625
PITG_18895	uncharacterized protein		protein_coding	NW_003303673.1:257492-258830	+	GeneID:9473626
PITG_18896	uncharacterized protein		protein_coding	NW_003303673.1:259392-260082	+	GeneID:9473627
PITG_18897	uncharacterized protein		protein_coding	NW_003303673.1:297077-297706	+	GeneID:9473628
PITG_18898	vacuolar protein sorting-associated protein, putative		protein_coding	NW_003303673.1:302490-303100	+	GeneID:9473629
PITG_18899	vacuolar protein sorting-associated protein 53		protein_coding	NW_003303673.1:303455-305052	+	GeneID:9473630
PITG_18900	uncharacterized protein		protein_coding	NW_003303673.1:318220-318778	-	GeneID:9473631
PITG_18902	uncharacterized protein		protein_coding	NW_003303673.1:337159-339134	-	GeneID:9473632
PITG_18903	uncharacterized protein		protein_coding	NW_003303673.1:344261-344707	-	GeneID:9473633
PITG_18905	uncharacterized protein		protein_coding	NW_003303673.1:353746-353880	+	GeneID:9473634
PITG_18906	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303673.1:354453-357142	+	GeneID:9473635
PITG_18907	pectinesterase, putative		protein_coding	NW_003303673.1:357810-358802	+	GeneID:9473636
PITG_18908	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303673.1:361862-362365	-	GeneID:9473637
PITG_18912	nonsense transcript regulator		protein_coding	NW_003303673.1:368409-370975	+	GeneID:9473638
PITG_18913	uncharacterized protein		protein_coding	NW_003303673.1:370976-371691	+	GeneID:9473639
PITG_18920	uncharacterized protein		protein_coding	NW_003303667.1:43325-44631	+	GeneID:9467247
PITG_18922	uncharacterized protein		protein_coding	NW_003303667.1:81088-82929	+	GeneID:9467222
PITG_18923	putative GPI-anchored serine-rich hypothetical protein		protein_coding	NW_003303667.1:83064-83873	-	GeneID:9467223
PITG_18927	short chain dehydrogenase, putative		protein_coding	NW_003303667.1:162448-163237	-	GeneID:9467224
PITG_18928	uncharacterized protein		protein_coding	NW_003303667.1:163908-164833	+	GeneID:9467225
PITG_18929	uncharacterized protein		protein_coding	NW_003303667.1:165816-166670	+	GeneID:9467226
PITG_18930	uncharacterized protein		protein_coding	NW_003303667.1:167243-167578	+	GeneID:9467227
PITG_18931	uncharacterized protein		protein_coding	NW_003303667.1:167781-168479	-	GeneID:9467228
PITG_18933	uncharacterized protein		protein_coding	NW_003303667.1:214428-215494	-	GeneID:9467230
PITG_18934	calreticulin precursor		protein_coding	NW_003303667.1:227184-228598	-	GeneID:9467232
PITG_18935	dihydrolipoyl dehydrogenase 1, mitochondrial precursor		protein_coding	NW_003303667.1:229974-231465	-	GeneID:9467233
PITG_18936	uncharacterized protein		protein_coding	NW_003303667.1:255583-256147	+	GeneID:9467234
PITG_18937	uncharacterized protein		protein_coding	NW_003303667.1:281451-282128	-	GeneID:9467236
PITG_18939	uncharacterized protein		protein_coding	NW_003303667.1:321544-322224	-	GeneID:9467237
PITG_18940	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303667.1:367492-369651	-	GeneID:9467238
PITG_18943	uncharacterized protein		protein_coding	NW_003303667.1:388428-389309	+	GeneID:9467239
PITG_18947	uncharacterized protein		protein_coding	NW_003303667.1:431038-431783	-	GeneID:9467240
PITG_18950	uncharacterized protein		protein_coding	NW_003303667.1:447331-448563	+	GeneID:9467241
PITG_18951	carbohydrate-binding protein, putative		protein_coding	NW_003303667.1:450053-452398	-	GeneID:9467242
PITG_18952	uncharacterized protein		protein_coding	NW_003303667.1:464053-465150	-	GeneID:9467243
PITG_18953	uncharacterized protein		protein_coding	NW_003303667.1:468155-470290	+	GeneID:9467244
PITG_18955	uncharacterized protein		protein_coding	NW_003303667.1:496069-497663	-	GeneID:9467245
PITG_18956	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303667.1:549649-549978	-	GeneID:9467246
PITG_18957	uncharacterized protein		protein_coding	NW_003303682.1:65336-65752	+	GeneID:9477152
PITG_18959	uncharacterized protein		protein_coding	NW_003303682.1:144663-145661	+	GeneID:9477135
PITG_18960	uncharacterized protein		protein_coding	NW_003303682.1:145765-146661	-	GeneID:9477136
PITG_18961	uncharacterized protein		protein_coding	NW_003303682.1:146732-148408	+	GeneID:9477137
PITG_18962	DNA repair protein, putative		protein_coding	NW_003303682.1:150047-152679	+	GeneID:9477138
PITG_18963	uncharacterized protein		protein_coding	NW_003303682.1:152789-155329	-	GeneID:9477139
PITG_18966	uncharacterized protein		protein_coding	NW_003303682.1:263017-264676	+	GeneID:9477141
PITG_18969	uncharacterized protein		protein_coding	NW_003303682.1:268768-269338	-	GeneID:9477142
PITG_18972	sarcosine oxidase, putative		protein_coding	NW_003303682.1:274935-275897	+	GeneID:9477143
PITG_18973	uncharacterized protein		protein_coding	NW_003303682.1:332657-335713	-	GeneID:9477144
PITG_18974	uncharacterized protein		protein_coding	NW_003303682.1:332690-332947	+	GeneID:9477146
PITG_18975	uncharacterized protein		protein_coding	NW_003303682.1:407206-407804	+	GeneID:9477145
PITG_18976	RNA binding protein, putative		protein_coding	NW_003303682.1:407802-408604	-	GeneID:9477147
PITG_18977	HECT E3 ubiquitin ligase, putative		protein_coding	NW_003303682.1:409320-411979	-	GeneID:9477148
PITG_18980	uncharacterized protein		protein_coding	NW_003303682.1:443707-447113	+	GeneID:9477149
PITG_18981	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303682.1:450553-450984	-	GeneID:9477150
PITG_18982	uncharacterized protein		protein_coding	NW_003303682.1:531821-532072	+	GeneID:9477151
PITG_18983	uncharacterized protein		protein_coding	NW_003303685.1:27259-29095	-	GeneID:9466326
PITG_18984	uncharacterized protein		protein_coding	NW_003303685.1:58805-64144	+	GeneID:9477548
PITG_18986	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303685.1:105242-105598	-	GeneID:9477550
PITG_18987	uncharacterized protein		protein_coding	NW_003303685.1:132351-132704	+	GeneID:9477545
PITG_18990	uncharacterized protein		protein_coding	NW_003303685.1:144379-146014	-	GeneID:9477546
PITG_18991	uncharacterized protein		protein_coding	NW_003303685.1:156970-157616	+	GeneID:9477547
PITG_18992	acyltransferase family		protein_coding	NW_003303685.1:158286-159629	+	GeneID:9477551
PITG_18994	uncharacterized protein		protein_coding	NW_003303685.1:175565-176899	+	GeneID:9477552
PITG_18997	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303685.1:205433-206649	-	GeneID:9477553
PITG_18998	tRNA nucleotidyltransferase, putative		protein_coding	NW_003303685.1:207897-209730	-	GeneID:9477554
PITG_18999	serine protease family S08A, putative		protein_coding	NW_003303685.1:210852-214541	+	GeneID:9477555
PITG_19001	PcF and SCR74-like cys-rich secreted peptide, putative		protein_coding	NW_003303685.1:232348-232659	+	GeneID:9477556
PITG_19002	uncharacterized protein		protein_coding	NW_003303685.1:237716-239972	+	GeneID:9477557
PITG_19004	uncharacterized protein		protein_coding	NW_003303685.1:288673-289886	-	GeneID:9477558
PITG_19005	uncharacterized protein		protein_coding	NW_003303685.1:299120-301256	-	GeneID:9477559
PITG_19006	uncharacterized protein		protein_coding	NW_003303685.1:301709-304378	-	GeneID:9477560
PITG_19007	uncharacterized protein		protein_coding	NW_003303685.1:307042-307710	+	GeneID:9477561
PITG_19008	nascent polypeptide-associated complex subunit alpha-like protein, putative		protein_coding	NW_003303685.1:308101-310327	+	GeneID:9477562
PITG_19009	uncharacterized protein		protein_coding	NW_003303685.1:354240-354956	+	GeneID:9477564
PITG_19010	uncharacterized protein		protein_coding	NW_003303685.1:357913-358617	+	GeneID:9477565
PITG_19012	uncharacterized protein		protein_coding	NW_003303685.1:363575-363998	-	GeneID:9477566
PITG_19013	uncharacterized protein		protein_coding	NW_003303685.1:369299-371442	-	GeneID:9477567
PITG_19014	uncharacterized protein		protein_coding	NW_003303685.1:371744-372936	-	GeneID:9477568
PITG_19015	uncharacterized protein		protein_coding	NW_003303685.1:373702-374952	+	GeneID:9477569
PITG_19016	uncharacterized protein		protein_coding	NW_003303685.1:375093-375806	-	GeneID:9477570
PITG_19017	14-3-3 protein epsilon		protein_coding	NW_003303685.1:380172-381265	+	GeneID:9477571
PITG_19022	uncharacterized protein		protein_coding	NW_003303685.1:417128-418759	+	GeneID:9477572
PITG_19023	NADH-cytochrome b5 reductase, putative		protein_coding	NW_003303685.1:418779-419871	-	GeneID:9477573
PITG_19024	uncharacterized protein		protein_coding	NW_003303685.1:420199-423726	-	GeneID:9477574
PITG_19025	uncharacterized protein		protein_coding	NW_003303685.1:423924-424763	+	GeneID:9466318
PITG_19026	MtN3-like protein		protein_coding	NW_003303685.1:424901-425773	-	GeneID:9466319
PITG_19027	MtN3-like protein		protein_coding	NW_003303685.1:426085-426895	-	GeneID:9466320
PITG_19028	MtN3-like protein		protein_coding	NW_003303685.1:427640-428414	-	GeneID:9466321
PITG_19029	MtN3-like protein		protein_coding	NW_003303685.1:452634-452990	+	GeneID:9466322
PITG_19030	MtN3-like protein		protein_coding	NW_003303685.1:453258-453784	+	GeneID:9466323
PITG_19031	MtN3-like protein		protein_coding	NW_003303685.1:454757-455110	-	GeneID:9466324
PITG_19032	uncharacterized protein		protein_coding	NW_003303685.1:469070-471755	+	GeneID:9466325
PITG_19036	serine/threonine-protein phosphatase ppe1		protein_coding	NW_003303671.1:9957-11381	+	GeneID:9467325
PITG_19037	chromatin structure-remodeling complex subunit snf21-like protein		protein_coding	NW_003303671.1:11141-15070	-	GeneID:9467304
PITG_19038	uncharacterized protein		protein_coding	NW_003303671.1:15227-17292	-	GeneID:9467305
PITG_19039	uncharacterized protein		protein_coding	NW_003303671.1:16969-17379	+	GeneID:9467307
PITG_19040	uncharacterized protein		protein_coding	NW_003303671.1:17477-17716	+	GeneID:9467306
PITG_19041	protein kinase, putative		protein_coding	NW_003303671.1:18047-20447	+	GeneID:9467308
PITG_19042	uncharacterized protein		protein_coding	NW_003303671.1:20723-22520	-	GeneID:9467309
PITG_19043	uncharacterized protein		protein_coding	NW_003303671.1:71641-72485	-	GeneID:9467310
PITG_19044	uncharacterized protein		protein_coding	NW_003303671.1:114952-116534	-	GeneID:9467311
PITG_19045	uncharacterized protein		protein_coding	NW_003303671.1:116671-117619	-	GeneID:9467312
PITG_19046	uncharacterized protein		protein_coding	NW_003303671.1:117125-119153	+	GeneID:9467314
PITG_19047	uncharacterized protein		protein_coding	NW_003303671.1:124774-126453	+	GeneID:9467313
PITG_19048	uncharacterized protein		protein_coding	NW_003303671.1:175344-175750	+	GeneID:9467315
PITG_19049	uncharacterized protein		protein_coding	NW_003303671.1:291058-292367	-	GeneID:9467317
PITG_19053	uncharacterized protein		protein_coding	NW_003303671.1:409003-409293	+	GeneID:9467321
